sample,samples,TCGA_GTEX_main_category,_sample_type,_study,_primary_site,CD19,TNFRSF17,MS4A1,CD22,GPRC5D,SLAMF7,ERBB2,EGFR,MSLN,CD276,CD19_level,TNFRSF17_level,MS4A1_level,CD22_level,GPRC5D_level,SLAMF7_level,ERBB2_level,EGFR_level,MSLN_level,CD276_level,high_target_count,coexpress_2plus
TCGA-E8-A44K-01,TCGA-E8-A44K-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.168,5.334,9.667,11.65,4.026,7.941,13.34,11.71,0.0,11.38,Mid,High,High,High,Mid,Mid,High,Mid,Low,Mid,4,Yes
TCGA-EL-A3CN-01,TCGA-EL-A3CN-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.157,7.037,5.792,10.19,2.197,10.27,13.66,12.46,6.173,11.66,Mid,High,Mid,High,Mid,High,High,Mid,Mid,Mid,4,Yes
TCGA-DJ-A2PO-01,TCGA-DJ-A2PO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.122,5.478,6.984,10.06,3.347,9.66,13.53,12.61,4.681,11.57,Mid,High,High,High,Mid,High,High,High,Mid,Mid,6,Yes
TCGA-EM-A4FQ-01,TCGA-EM-A4FQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.104,6.083,9.572,9.583,3.136,8.064,13.53,11.41,6.775,11.28,Mid,High,High,High,Mid,Mid,High,Mid,Mid,Mid,4,Yes
TCGA-DJ-A2PS-01,TCGA-DJ-A2PS-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.099,4.415,7.955,11.9,2.959,7.397,13.32,12.61,6.155,11.21,Mid,Mid,High,High,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-EL-A4JZ-01,TCGA-EL-A4JZ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.081,6.382,5.459,10.37,3.554,8.959,13.24,11.38,2.672,12.06,Mid,High,Mid,High,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-EM-A4FF-01,TCGA-EM-A4FF-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.037,5.972,3.596,9.61,3.346,9.285,13.39,11.68,7.01,11.55,Mid,High,Mid,High,Mid,High,High,Mid,Mid,Mid,4,Yes
TCGA-ET-A3BT-01,TCGA-ET-A3BT-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.959,2.406,7.09,11.0,3.525,6.361,13.81,12.42,3.263,11.81,Mid,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-EL-A3H5-01,TCGA-EL-A3H5-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.823,4.866,7.917,8.598,1.832,7.922,12.95,11.96,2.613,12.0,Mid,High,High,Mid,Low,Mid,Mid,Mid,Mid,Mid,2,Yes
TCGA-EM-A22N-01,TCGA-EM-A22N-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.821,5.237,6.846,8.679,4.849,7.584,12.05,11.91,1.919,10.19,Mid,High,High,Mid,High,Mid,Mid,Mid,Low,Low,3,Yes
TCGA-FY-A3TY-01,TCGA-FY-A3TY-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.821,4.356,6.676,8.344,3.371,8.309,12.92,11.7,2.854,11.75,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,1,No
TCGA-IM-A3EB-01,TCGA-IM-A3EB-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.771,6.672,4.34,8.565,1.268,9.897,13.74,12.27,2.51,11.61,Mid,High,Mid,Mid,Low,High,High,Mid,Low,Mid,3,Yes
TCGA-DJ-A2Q7-01,TCGA-DJ-A2Q7-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.756,5.787,5.385,10.48,2.416,8.477,13.85,12.76,5.938,11.64,Mid,High,Mid,High,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-DJ-A4UQ-01,TCGA-DJ-A4UQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.749,4.235,6.54,8.618,3.431,6.7,13.49,12.26,7.065,11.56,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,1,No
TCGA-E8-A242-01,TCGA-E8-A242-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.709,7.228,4.931,10.14,3.416,9.939,13.82,12.14,3.909,12.44,Mid,High,Mid,High,Mid,High,High,Mid,Mid,High,5,Yes
TCGA-DJ-A4UW-01,TCGA-DJ-A4UW-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.709,2.255,6.859,9.448,3.293,6.92,13.48,12.4,3.623,11.52,Mid,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-DJ-A3V9-01,TCGA-DJ-A3V9-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.681,4.926,6.334,9.403,4.451,7.571,14.0,12.7,6.487,11.58,Mid,High,Mid,High,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-E3-A3DY-01,TCGA-E3-A3DY-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.679,5.694,6.956,12.14,2.913,9.261,14.05,12.93,6.821,11.63,Mid,High,High,High,Mid,High,High,High,Mid,Mid,6,Yes
TCGA-DJ-A3UU-01,TCGA-DJ-A3UU-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.676,5.766,6.39,9.691,3.796,8.47,13.9,12.81,0.6906,11.4,Mid,High,Mid,High,Mid,Mid,High,High,Low,Mid,4,Yes
TCGA-FE-A237-01,TCGA-FE-A237-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.668,3.221,6.567,11.84,3.384,6.989,13.58,12.23,5.213,12.05,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-FY-A40N-01,TCGA-FY-A40N-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.634,5.934,6.835,11.96,3.312,9.05,13.14,12.55,2.917,10.53,Mid,High,High,High,Mid,High,Mid,Mid,Mid,Low,4,Yes
TCGA-EL-A3TA-01,TCGA-EL-A3TA-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.523,4.484,6.728,11.66,3.16,8.689,13.4,12.14,8.99,11.42,Mid,Mid,High,High,Mid,Mid,High,Mid,High,Mid,4,Yes
TCGA-FY-A3ON-01,TCGA-FY-A3ON-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.449,5.08,5.891,9.984,3.301,8.512,14.0,13.06,6.872,11.35,Mid,High,Mid,High,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-ET-A40S-01,TCGA-ET-A40S-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.385,5.8,5.782,7.05,4.056,9.016,13.37,11.16,2.741,11.46,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,Mid,3,Yes
TCGA-BJ-A0ZH-01,TCGA-BJ-A0ZH-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.351,5.163,6.91,12.15,2.973,7.958,13.41,11.96,3.933,11.31,Mid,High,High,High,Mid,Mid,High,Mid,Mid,Mid,4,Yes
TCGA-BJ-A4O8-01,TCGA-BJ-A4O8-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.347,4.792,5.103,9.034,3.461,7.619,13.46,12.66,6.039,12.26,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,High,4,Yes
TCGA-ET-A40Q-01,TCGA-ET-A40Q-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.346,7.01,4.072,7.553,2.747,9.255,13.35,11.79,3.954,12.02,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,Mid,3,Yes
TCGA-DJ-A2Q6-01,TCGA-DJ-A2Q6-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.291,5.359,6.602,9.332,3.003,7.248,13.9,12.86,3.786,11.63,Mid,High,Mid,High,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-E3-A3E0-01,TCGA-E3-A3E0-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.256,1.843,4.64,9.144,3.585,7.369,13.61,11.75,5.338,11.42,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-ET-A3BV-01,TCGA-ET-A3BV-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.205,2.122,5.435,7.725,2.815,6.919,13.77,12.9,9.203,13.09,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,High,4,Yes
TCGA-DJ-A4V4-01,TCGA-DJ-A4V4-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.183,1.247,6.633,10.96,3.499,5.352,13.03,11.75,3.312,11.16,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,1,No
TCGA-EL-A3CX-01,TCGA-EL-A3CX-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.164,0.0,2.008,10.79,3.711,4.937,14.34,8.284,3.571,11.36,Mid,Low,Low,High,Mid,Mid,High,Low,Mid,Mid,2,Yes
TCGA-EM-A22Q-01,TCGA-EM-A22Q-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.163,5.287,3.532,5.806,2.876,5.364,13.33,9.111,3.532,11.07,Mid,High,Mid,Mid,Mid,Mid,High,Low,Mid,Mid,2,Yes
TCGA-KS-A41J-01,TCGA-KS-A41J-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.161,5.675,3.239,9.922,2.46,8.864,13.76,11.3,3.68,11.89,Mid,High,Mid,High,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-DJ-A2PR-01,TCGA-DJ-A2PR-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.138,4.825,5.196,8.96,2.144,8.233,14.42,12.74,2.295,11.7,Mid,Mid,Mid,High,Mid,Mid,High,High,Low,Mid,3,Yes
TCGA-DJ-A3VI-01,TCGA-DJ-A3VI-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.06,5.87,10.92,8.666,3.814,7.989,13.68,12.62,6.086,10.95,Mid,High,High,Mid,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-J8-A3YG-01,TCGA-J8-A3YG-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.033,2.857,6.103,9.19,4.827,7.973,13.82,12.45,4.617,11.8,Mid,Mid,Mid,High,High,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-QD-A8IV-01,TCGA-QD-A8IV-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.029,5.497,4.714,10.83,4.25,8.435,13.46,10.81,3.448,10.45,Mid,High,Mid,High,Mid,Mid,High,Mid,Mid,Low,3,Yes
TCGA-DJ-A2PZ-01,TCGA-DJ-A2PZ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,4.003,0.0,5.964,9.372,2.914,6.108,13.04,11.65,2.094,11.34,Mid,Low,Mid,High,Mid,Mid,Mid,Mid,Low,Mid,1,No
TCGA-FE-A238-01,TCGA-FE-A238-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.983,3.275,5.925,10.48,4.029,7.634,13.84,12.82,5.9,11.76,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-BJ-A290-01,TCGA-BJ-A290-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.924,0.0,3.7,10.8,2.915,4.611,13.8,12.65,7.424,11.63,Mid,Low,Mid,High,Mid,Low,High,High,Mid,Mid,3,Yes
TCGA-EL-A3ZK-01,TCGA-EL-A3ZK-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.922,3.977,10.41,10.39,4.131,8.183,13.06,12.36,4.513,10.97,Mid,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,2,Yes
TCGA-EM-A2CU-01,TCGA-EM-A2CU-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.918,5.063,8.078,8.266,2.22,7.986,13.48,11.94,3.867,11.58,Mid,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-EL-A4JW-01,TCGA-EL-A4JW-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.916,3.916,4.579,7.742,4.543,7.173,13.7,12.9,4.896,11.81,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,2,Yes
TCGA-E8-A413-01,TCGA-E8-A413-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.896,4.243,6.512,10.44,4.004,8.113,13.3,12.19,7.5,11.87,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-BJ-A2P4-01,TCGA-BJ-A2P4-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.852,1.696,3.518,7.506,3.695,5.174,12.98,9.17,0.8048,10.83,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,0,No
TCGA-FE-A3PD-01,TCGA-FE-A3PD-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.814,5.399,5.051,8.807,3.399,8.06,13.08,12.21,5.865,11.49,Mid,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,2,Yes
TCGA-FE-A232-01,TCGA-FE-A232-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.806,5.901,5.18,10.68,1.796,8.471,13.52,12.02,2.414,11.83,Mid,High,Mid,High,Low,Mid,High,Mid,Low,Mid,3,Yes
TCGA-FY-A4B4-01,TCGA-FY-A4B4-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.798,4.187,7.135,10.82,4.642,9.001,14.05,12.5,7.154,12.13,Mid,Mid,High,High,High,Mid,High,Mid,Mid,High,5,Yes
TCGA-EM-A1YD-01,TCGA-EM-A1YD-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.791,2.963,5.436,6.272,4.367,7.398,13.08,11.19,1.328,10.6,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,0,No
TCGA-DJ-A1QD-01,TCGA-DJ-A1QD-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.779,3.013,6.056,11.39,3.382,6.574,13.77,12.98,7.215,11.63,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-BJ-A45D-01,TCGA-BJ-A45D-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.779,2.447,4.417,10.57,3.71,7.826,13.82,10.22,2.88,11.68,Mid,Mid,Mid,High,Mid,Mid,High,Low,Mid,Mid,2,Yes
TCGA-DJ-A3UN-01,TCGA-DJ-A3UN-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.757,4.22,4.5,11.04,2.614,7.35,13.42,12.09,2.86,11.4,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-DE-A4MA-01,TCGA-DE-A4MA-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.737,3.929,2.262,9.465,2.934,6.401,13.83,10.91,3.516,11.85,Mid,Mid,Low,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-DJ-A2Q4-01,TCGA-DJ-A2Q4-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.727,3.774,5.271,11.35,3.629,7.732,14.14,13.45,7.871,11.72,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-BJ-A45J-01,TCGA-BJ-A45J-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.721,0.0,6.045,10.41,3.442,7.73,14.41,12.58,8.458,11.65,Mid,Low,Mid,High,Mid,Mid,High,Mid,High,Mid,3,Yes
TCGA-MK-A4N6-01,TCGA-MK-A4N6-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.706,2.746,4.455,7.996,2.876,8.777,13.83,11.78,2.443,12.27,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Low,High,2,Yes
TCGA-DJ-A3UO-01,TCGA-DJ-A3UO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.682,0.6447,2.956,9.409,3.24,5.049,14.11,11.51,5.189,12.2,Mid,Low,Mid,High,Mid,Mid,High,Mid,Mid,High,3,Yes
TCGA-DJ-A2PT-01,TCGA-DJ-A2PT-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.647,2.549,2.821,9.534,2.94,7.544,13.32,11.7,4.589,12.54,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,High,3,Yes
TCGA-FY-A3R7-01,TCGA-FY-A3R7-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.618,3.729,6.039,9.55,3.832,8.162,13.8,12.62,6.415,11.02,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-IM-A3U3-01,TCGA-IM-A3U3-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.613,6.086,4.922,11.22,2.557,7.784,13.52,12.14,4.098,11.67,Mid,High,Mid,High,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-DJ-A3VJ-01,TCGA-DJ-A3VJ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.596,4.284,5.647,10.05,3.596,8.018,13.86,12.26,7.765,12.11,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,High,3,Yes
TCGA-DJ-A4V2-01,TCGA-DJ-A4V2-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.562,3.165,5.504,7.879,4.13,7.466,13.83,12.43,3.254,11.91,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,1,No
TCGA-EL-A3CR-01,TCGA-EL-A3CR-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.559,4.261,4.905,8.443,3.413,6.616,13.58,11.5,3.754,12.28,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,High,2,Yes
TCGA-ET-A3DP-01,TCGA-ET-A3DP-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.556,2.08,5.211,10.21,4.83,6.62,14.33,13.58,5.949,11.81,Mid,Mid,Mid,High,High,Mid,High,High,Mid,Mid,4,Yes
TCGA-DJ-A3V8-01,TCGA-DJ-A3V8-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.54,3.999,4.811,9.469,2.766,6.72,13.18,12.46,5.238,11.36,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-EM-A3SY-01,TCGA-EM-A3SY-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.528,3.043,4.665,4.738,3.528,6.077,11.67,10.63,2.102,10.03,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Low,Low,0,No
TCGA-4C-A93U-01,TCGA-4C-A93U-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.52,4.227,5.577,8.509,4.097,8.519,13.46,12.29,3.045,12.2,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Mid,High,2,Yes
TCGA-DJ-A3VF-01,TCGA-DJ-A3VF-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.52,2.514,5.194,8.707,2.222,6.794,13.39,11.9,3.762,12.31,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,High,3,Yes
TCGA-E3-A3E5-01,TCGA-E3-A3E5-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.511,2.559,4.738,12.88,3.431,5.305,13.44,12.46,6.88,11.33,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-EL-A3T8-01,TCGA-EL-A3T8-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.503,1.148,6.233,12.04,3.963,6.756,13.9,12.82,5.466,11.93,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-DJ-A3UV-01,TCGA-DJ-A3UV-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.482,4.047,4.093,6.912,3.792,8.096,13.02,12.13,1.382,11.82,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,0,No
TCGA-E8-A434-01,TCGA-E8-A434-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.467,2.654,4.436,11.53,3.073,5.782,13.09,11.84,4.634,11.24,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,1,No
TCGA-EM-A4FU-01,TCGA-EM-A4FU-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.458,1.366,4.624,7.032,3.875,6.06,13.38,10.4,0.0,10.31,Mid,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Low,1,No
TCGA-DJ-A1QI-01,TCGA-DJ-A1QI-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.455,3.385,5.755,8.628,2.867,7.091,13.88,13.22,5.56,11.64,Mid,Mid,Mid,Mid,Mid,Mid,High,High,Mid,Mid,2,Yes
TCGA-BJ-A0Z9-01,TCGA-BJ-A0Z9-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.455,2.982,5.119,7.828,3.455,7.204,13.44,12.48,2.486,11.84,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Low,Mid,1,No
TCGA-E8-A436-01,TCGA-E8-A436-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.444,4.6,4.061,11.66,3.444,9.315,13.66,11.9,4.293,11.93,Mid,Mid,Mid,High,Mid,High,High,Mid,Mid,Mid,3,Yes
TCGA-DJ-A1QM-01,TCGA-DJ-A1QM-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.438,2.681,4.977,6.784,3.502,6.116,13.53,12.41,0.9883,12.09,Mid,Mid,Mid,Mid,Mid,Mid,High,Mid,Low,Mid,1,No
TCGA-DJ-A13V-01,TCGA-DJ-A13V-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.432,4.822,4.262,9.472,2.722,7.394,14.11,12.63,5.918,11.6,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-DJ-A3UY-01,TCGA-DJ-A3UY-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.431,3.013,7.027,8.006,3.107,7.009,13.41,12.63,7.456,11.71,Mid,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-BJ-A0ZA-01,TCGA-BJ-A0ZA-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.42,6.523,4.393,9.498,4.262,9.267,13.37,11.95,1.776,10.69,Mid,High,Mid,High,Mid,High,High,Mid,Low,Mid,4,Yes
TCGA-EL-A4K0-01,TCGA-EL-A4K0-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.41,2.205,8.769,11.54,3.565,6.195,13.88,13.42,8.407,11.96,Mid,Mid,High,High,Mid,Mid,High,High,High,Mid,5,Yes
TCGA-DJ-A3V7-01,TCGA-DJ-A3V7-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.397,1.811,2.705,11.31,3.252,6.536,13.3,11.74,4.959,11.38,Mid,Mid,Mid,High,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-DJ-A2Q2-01,TCGA-DJ-A2Q2-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.353,4.128,5.827,6.233,3.866,7.2,13.09,11.68,2.136,10.74,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,0,No
TCGA-DJ-A3VE-01,TCGA-DJ-A3VE-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.353,1.157,4.96,10.14,3.438,6.151,14.0,13.48,3.86,11.37,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-E3-A3E1-01,TCGA-E3-A3E1-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.306,3.306,3.791,8.69,3.569,7.122,13.6,12.75,5.627,11.29,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-ET-A39N-01,TCGA-ET-A39N-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.299,3.804,2.181,8.094,5.756,5.36,13.53,12.03,3.013,11.14,Mid,Mid,Low,Mid,High,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-DJ-A3UM-01,TCGA-DJ-A3UM-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.299,3.147,6.633,9.146,2.978,7.426,14.19,13.28,5.385,11.89,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-EL-A3GZ-01,TCGA-EL-A3GZ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.276,1.453,2.991,11.32,3.718,6.338,14.06,12.93,5.183,11.73,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
TCGA-EM-A3O7-01,TCGA-EM-A3O7-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.263,0.0,6.022,7.248,3.852,5.973,14.34,12.57,5.775,11.5,Mid,Low,Mid,Mid,Mid,Mid,High,Mid,Mid,Mid,1,No
TCGA-DJ-A1QQ-01,TCGA-DJ-A1QQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.225,4.859,4.285,10.61,4.096,7.875,14.17,14.08,10.42,11.74,Mid,High,Mid,High,Mid,Mid,High,High,High,Mid,5,Yes
TCGA-FK-A3SG-01,TCGA-FK-A3SG-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.22,1.622,10.87,8.575,2.632,5.609,13.27,11.62,4.912,11.31,Mid,Mid,High,Mid,Mid,Mid,High,Mid,Mid,Mid,2,Yes
TCGA-KS-A41I-01,TCGA-KS-A41I-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,3.192,5.181,4.416,8.734,3.567,8.22,12.39,9.841,3.724,10.81,Mid,High,Mid,High,Mid,Mid,Mid,Low,Mid,Mid,2,Yes
